period,symbol,avg_neg,avg_neu,avg_pos,avg_compound,mention_count,market_avg_neg,market_avg_neu,market_avg_pos,market_avg_compound
2024-05-15,MKR,0.014,0.736,0.2505,0.8988,2,0.04531852986217458,0.8054517611026034,0.14920673813169985,0.49294961715160796
2024-05-15,NEAR,0.06407692307692307,0.8038461538461538,0.13192307692307692,0.33847692307692306,13,0.04531852986217458,0.8054517611026034,0.14920673813169985,0.49294961715160796
2024-05-15,QNT,0.064,0.795,0.141,0.9702,1,0.04531852986217458,0.8054517611026034,0.14920673813169985,0.49294961715160796
2024-05-15,RUNE,0.03983333333333333,0.8086666666666668,0.1515,0.6707666666666666,6,0.04531852986217458,0.8054517611026034,0.14920673813169985,0.49294961715160796
2024-05-15,SHIB,0.03301538461538461,0.8226923076923077,0.14426153846153847,0.5633184615384615,65,0.04531852986217458,0.8054517611026034,0.14920673813169985,0.49294961715160796
2024-05-15,SOL,0.03426415094339623,0.7909056603773584,0.174811320754717,0.5288716981132076,53,0.04531852986217458,0.8054517611026034,0.14920673813169985,0.49294961715160796
2024-05-15,TRUMP,0.038636363636363635,0.7835454545454545,0.1779090909090909,0.6665363636363636,11,0.04531852986217458,0.8054517611026034,0.14920673813169985,0.49294961715160796
2024-05-15,TRX,0.014714285714285716,0.7958571428571428,0.18942857142857145,0.5489571428571428,7,0.04531852986217458,0.8054517611026034,0.14920673813169985,0.49294961715160796
2024-05-15,UNI,0.038,0.586,0.376,0.9403,1,0.04531852986217458,0.8054517611026034,0.14920673813169985,0.49294961715160796
2024-05-15,VET,0.0,0.891,0.109,0.7096,1,0.04531852986217458,0.8054517611026034,0.14920673813169985,0.49294961715160796
2024-05-15,XLM,0.0,0.82,0.18,0.9231,1,0.04531852986217458,0.8054517611026034,0.14920673813169985,0.49294961715160796
2024-05-15,XRP,0.0408625,0.8097625,0.149275,0.5373574999999999,80,0.04531852986217458,0.8054517611026034,0.14920673813169985,0.49294961715160796
2024-05-15,XTZ,0.0,1.0,0.0,0.0,1,0.04531852986217458,0.8054517611026034,0.14920673813169985,0.49294961715160796
2024-05-22,AAVE,0.005,0.752,0.243,0.9981,1,0.03324316109422492,0.8083358662613982,0.15841945288753798,0.5147858662613982
2024-05-22,ADA,0.030952380952380953,0.7892857142857143,0.17985714285714285,0.5018952380952381,21,0.03324316109422492,0.8083358662613982,0.15841945288753798,0.5147858662613982
2024-05-22,APE,0.098,0.806,0.096,-0.3612,1,0.03324316109422492,0.8083358662613982,0.15841945288753798,0.5147858662613982
2024-05-22,AR,0.00925,0.8425,0.14825,0.60985,4,0.03324316109422492,0.8083358662613982,0.15841945288753798,0.5147858662613982
2024-05-22,ATOM,0.0,0.8855,0.1145,0.6788000000000001,2,0.03324316109422492,0.8083358662613982,0.15841945288753798,0.5147858662613982
2024-05-22,AVAX,0.029857142857142856,0.7952857142857143,0.17471428571428568,0.5713428571428572,7,0.03324316109422492,0.8083358662613982,0.15841945288753798,0.5147858662613982
2024-05-22,AXS,0.0,0.731,0.269,0.8291,2,0.03324316109422492,0.8083358662613982,0.15841945288753798,0.5147858662613982
2024-05-22,BNB,0.0859,0.7868999999999999,0.1273,0.30617,10,0.03324316109422492,0.8083358662613982,0.15841945288753798,0.5147858662613982
2024-05-22,BTC,0.03691005291005291,0.811867724867725,0.1512169312169312,0.471273544973545,189,0.03324316109422492,0.8083358662613982,0.15841945288753798,0.5147858662613982
2024-05-22,CRO,0.0,0.886,0.114,0.7717,1,0.03324316109422492,0.8083358662613982,0.15841945288753798,0.5147858662613982
2024-05-22,DOGE,0.01062962962962963,0.843037037037037,0.14637037037037037,0.5032592592592592,27,0.03324316109422492,0.8083358662613982,0.15841945288753798,0.5147858662613982
2024-05-22,DOT,0.058249999999999996,0.74625,0.195125,0.56935,8,0.03324316109422492,0.8083358662613982,0.15841945288753798,0.5147858662613982
2024-05-22,ETH,0.02707913669064748,0.8108920863309352,0.162,0.5467057553956834,139,0.03324316109422492,0.8083358662613982,0.15841945288753798,0.5147858662613982
2024-05-22,FLOW,0.0254,0.8262,0.1486,0.59858,5,0.03324316109422492,0.8083358662613982,0.15841945288753798,0.5147858662613982
2024-05-22,FTM,0.0,0.9776,0.0224,0.14006000000000002,5,0.03324316109422492,0.8083358662613982,0.15841945288753798,0.5147858662613982
2024-05-22,GALA,0.08155555555555555,0.8325555555555556,0.08588888888888889,0.21594444444444444,9,0.03324316109422492,0.8083358662613982,0.15841945288753798,0.5147858662613982
2024-05-22,GRT,0.0234,0.8458,0.1308,0.55202,5,0.03324316109422492,0.8083358662613982,0.15841945288753798,0.5147858662613982
2024-05-22,HBAR,0.0318,0.7168,0.25139999999999996,0.58956,5,0.03324316109422492,0.8083358662613982,0.15841945288753798,0.5147858662613982
2024-05-22,HYPE,0.02175,0.836,0.14200000000000002,0.487225,4,0.03324316109422492,0.8083358662613982,0.15841945288753798,0.5147858662613982
2024-05-22,INJ,0.037,0.718,0.245,0.9991,1,0.03324316109422492,0.8083358662613982,0.15841945288753798,0.5147858662613982
2024-05-22,LINK,0.02316666666666667,0.7416666666666667,0.23550000000000001,0.7623333333333333,6,0.03324316109422492,0.8083358662613982,0.15841945288753798,0.5147858662613982
2024-05-22,LTC,0.0888,0.7894,0.12179999999999999,0.25766,5,0.03324316109422492,0.8083358662613982,0.15841945288753798,0.5147858662613982
2024-05-22,MATIC,0.015,0.769,0.216,0.9315,1,0.03324316109422492,0.8083358662613982,0.15841945288753798,0.5147858662613982
2024-05-22,MKR,0.041,0.8493333333333334,0.10933333333333334,0.6344,3,0.03324316109422492,0.8083358662613982,0.15841945288753798,0.5147858662613982
2024-05-22,NEAR,0.034,0.7990526315789473,0.16689473684210526,0.7408684210526315,19,0.03324316109422492,0.8083358662613982,0.15841945288753798,0.5147858662613982
2024-05-22,QNT,0.0,0.79,0.21,0.7096,1,0.03324316109422492,0.8083358662613982,0.15841945288753798,0.5147858662613982
2024-05-22,RUNE,0.0515,0.759,0.1895,0.8714999999999999,2,0.03324316109422492,0.8083358662613982,0.15841945288753798,0.5147858662613982
2024-05-22,SAND,0.055,0.618,0.326,0.9287,1,0.03324316109422492,0.8083358662613982,0.15841945288753798,0.5147858662613982
2024-05-22,SHIB,0.015925925925925927,0.8263148148148148,0.15777777777777777,0.5684166666666667,54,0.03324316109422492,0.8083358662613982,0.15841945288753798,0.5147858662613982
2024-05-22,SNX,0.0745,0.7835,0.142,0.24374999999999997,2,0.03324316109422492,0.8083358662613982,0.15841945288753798,0.5147858662613982
2024-05-22,SOL,0.03682978723404255,0.779531914893617,0.18363829787234043,0.5402936170212765,47,0.03324316109422492,0.8083358662613982,0.15841945288753798,0.5147858662613982
2024-05-22,TRUMP,0.0348,0.7978,0.1672,0.61602,5,0.03324316109422492,0.8083358662613982,0.15841945288753798,0.5147858662613982
2024-05-22,TRX,0.034,0.826,0.14,0.9874,1,0.03324316109422492,0.8083358662613982,0.15841945288753798,0.5147858662613982
