date,index,symbol,open,high,low,close,usd_volume,btc_volume,v_7d,v_14d,v_21d,v_28d,v_42d,log_return,momentum_14,volatility_14,momentum_21,volatility_21,momentum_28,volatility_28,momentum_42,volatility_42,momentum_90,volatility_90,return,strev_weekly,var_95,max_drawdown,avg_neg,avg_neu,avg_pos,avg_compound,mention_count
2020-12-23,1814,AAVE,84.4143302837309,84.423009957761,63.8581075345502,75.5004963408974,55962918.1377065,730838.272143525,-0.0591152399670633,0.0862807439840409,0.0440674523302675,0.2222287193861731,0.4158305516726521,-0.1115979469958123,0.0076711426316404,1.0370646424341978,0.4171355854760954,1.3133059457838716,0.1578078906797908,1.3787987266042778,2.157459478467627,1.4390688639567293,1.5272410347558991,1.6257239828946013,-0.1369942876387208,-0.1369942876387208,0.1235922457430496,0.1369942876387208,0.0624067639297098,0.8142983902181562,0.123170585570435,0.4661773226368133,5.0
2020-12-30,1821,AAVE,78.019667987246,85.8346856000879,77.2217699139247,81.0681215585749,50415437.086604,613511.574703146,0.2215431825715441,0.0105984381411552,0.0555713495005782,0.0030484966731521,0.2471936857504637,0.0383288595334441,-0.0868656220318138,1.0555664224630186,-0.1303740477272771,1.0038540199535757,0.2229961054563165,1.2283346976599223,0.3824401354618876,1.2576266454613223,1.5272410347558991,1.6257239828946013,0.0737428955769872,0.0737428955769872,0.1235922457430496,0.1369942876387208,0.0624067639297098,0.8142983902181562,0.123170585570435,0.4661773226368133,5.0
2021-01-06,1828,AAVE,119.756346698071,120.760504858816,108.601967536871,115.320709916825,88069972.1362763,764375.578490203,0.1243133188777605,0.3991392024021678,0.3975325943636321,0.4669626970017191,0.5747557224890762,-0.0377422056418222,-0.0733537475097192,1.3539830732355256,-0.0195284489495487,1.3389481626610658,-0.0662453119377912,1.2362438469102226,0.0728783430021047,1.3701908213008187,1.5272410347558991,1.6257239828946013,0.4225161222404945,0.4225161222404945,0.1077322243658113,0.1369942876387208,0.0624067639297098,0.8142983902181562,0.123170585570435,0.4661773226368133,5.0
2021-01-13,1835,AAVE,127.494008395295,147.721290420044,120.049050762953,146.875835630084,137987758.749933,1013440.38285369,0.2522274510931552,0.3999523654486516,0.6079109484984286,0.661782412561319,0.7629610399356324,0.1415182037623576,0.5274165800994566,1.5942655993947927,0.3181692337811601,1.4233370486701125,0.394736588767411,1.4061621330683955,0.8680245288710411,1.4024962786183075,1.5272410347558991,1.6251159450971782,0.2736293050573319,0.2736293050573319,0.1053837101563645,0.1369942876387208,0.0624067639297098,0.8142983902181562,0.123170585570435,0.4661773226368133,5.0
2021-01-20,1842,AAVE,186.397805858838,199.212382133238,172.064863058962,197.056893081466,151389252.557568,813230.426416688,-0.0552542705208409,0.1249463172654081,0.2749503300412144,0.451900036492642,0.6211735786658394,0.055609353373266,0.8117582202020124,1.4017475043211152,0.945362517445117,1.4467463842014867,0.6788589651686552,1.354556899508521,0.691737731748872,1.2989653517256987,2.415461000419445,1.5925992134507247,0.3416563196805644,0.3416563196805644,-0.1037258569990389,0.0733537475097195,0.0624067639297098,0.8142983902181562,0.123170585570435,0.4661773226368133,5.0
2021-01-27,1849,AAVE,277.774866882073,298.469102140787,257.233562236699,286.701108091771,354727777.755281,1282087.48264421,0.3626402148792991,0.5561216424368425,0.7276462017647312,0.8744375583641677,1.1241157028202515,0.0316292836282202,0.7087728060605352,2.08093208508658,1.4307568658672405,1.9137033155956948,1.6100079155999336,1.8197268111510427,1.3832879545033876,1.6572039692544949,4.216847645381454,1.705503288598113,0.4549153983324241,0.4549153983324241,-0.2838333572508168,0.1374606498747872,0.0624067639297098,0.8142983902181562,0.123170585570435,0.4661773226368133,5.0
2021-02-03,1856,AAVE,303.550561787743,385.811148684072,300.820068563707,384.914638056281,287992194.56474,853849.803159569,0.2121636251118239,0.1827736907590136,0.3004531995329245,0.4331820196339251,0.6917815381486854,0.2374733980697956,0.9519964387732622,2.302676373116944,1.4861198677891765,1.9724025370928369,2.536545593752511,1.87287656080272,2.2771267212117783,1.704347935440395,8.824026262864345,1.7449761082545614,0.3425641798812737,0.3425641798812737,-0.2838333572508168,0.1374606498747872,0.0624067639297098,0.8142983902181562,0.123170585570435,0.4661773226368133,5.0
2021-02-10,1863,AAVE,489.388392031079,579.071822490297,489.388392031079,523.122737406295,571739776.697083,1073430.85940118,0.0607470620202228,0.3941692909457153,0.5218855746730853,0.6635732703193788,0.9231449245587308,0.0666596841337436,0.9533172985588076,1.670265935036124,1.6206804979527911,2.046485598265648,2.337775481384917,1.8521280993309723,4.098173610916765,1.7508956053979374,11.385039637949632,1.5896961364828772,0.3590616871520631,0.3590616871520631,-0.3417924987106708,0.1374606498747872,0.0624067639297098,0.8142983902181562,0.123170585570435,0.4661773226368133,5.0
2021-02-17,1870,AAVE,432.539764123931,464.121657518349,400.362473967586,451.213945958148,456106931.002294,1056138.33799942,0.2003177185181641,0.0009449333672755,0.1788002040851175,0.271155523789087,0.5009157267596223,0.0422673459847401,0.8246275394193703,1.357611314831768,1.6546787033226429,1.5334229970499,2.56166645903423,1.88845658435045,5.45287848477306,1.725629536133155,9.110092879472326,1.546446408354614,-0.1374606498747872,-0.1374606498747872,0.065456925411378,0.1374606498747872,0.0624067639297098,0.8142983902181562,0.123170585570435,0.4661773226368133,5.0
2021-02-24,1877,AAVE,364.231513155816,404.82775577412,342.97436344021,367.944699856136,393271878.17721,1028887.46825595,-0.2903869006663484,-0.1337379879505391,-0.197293379659321,-0.0598267360383495,0.1276315611142564,0.0101429641350719,0.1722441844162159,0.8706110015482141,0.5738130520713491,1.279823668423815,1.289764843555155,1.4652312547654212,2.912687896940504,1.706555883347178,4.92206019418691,1.5502979702348567,-0.1845449300668015,-0.1845449300668015,0.1774822880379993,0.2966379139235091,0.0624067639297098,0.8142983902181562,0.123170585570435,0.4661773226368133,5.0
2021-03-03,1884,AAVE,391.282246467181,418.474025629402,384.700756180618,395.844216508276,264260926.755392,654367.230256372,-0.2246406543419929,-0.4828913417830733,-0.4391502161521785,-0.5143480681722608,-0.3489779210313095,0.0115915836558782,-0.296637913923509,1.0894829725169164,-0.0440875366180896,0.9857192248436945,0.2833738324386228,1.2245356196592505,1.505141150534985,1.688448755291712,4.739592390772792,1.527718025137515,0.0758252983751321,0.0758252983751321,0.1774822880379993,0.2966379139235091,0.0624067639297098,0.8142983902181562,0.123170585570435,0.4661773226368133,5.0
2021-03-10,1891,AAVE,444.855809634283,458.299943978296,402.265869596456,406.807305565566,352678118.753639,824191.591506555,0.2287792682587586,0.1429876275630413,-0.0721217250487455,-0.0683265335560499,-0.0752513844789284,-0.0894105837350342,-0.1227128060776022,1.090783358896592,-0.2433052738810038,1.0890188662552676,0.0283948111383516,1.0181265701845208,1.0087813743446596,1.3384025409766815,3.316627423512916,1.466112460074812,0.0276954635184389,0.0276954635184389,0.1774822880379993,0.2966379139235091,0.0624067639297098,0.8142983902181562,0.123170585570435,0.4661773226368133,5.0
2021-03-17,1898,AAVE,370.56694311973,383.056274652208,358.404508195903,382.453616546125,170489910.929782,459669.5878743,-0.4427720817069414,-0.4708188481229882,-0.5390289570203315,-0.7211241809666902,-0.8162838064960454,0.0315732703827684,0.1056207786784946,1.1605184511362354,-0.0984159306031311,1.122839967540686,-0.2223482626991798,1.1065545729197583,0.4189247759563939,1.1897462296792214,4.3209615310509175,1.4968341208938774,-0.0598654170813948,-0.0598654170813948,0.1658430031189905,0.2966379139235091,0.0624067639297098,0.8142983902181562,0.123170585570435,0.4661773226368133,5.0
2021-03-24,1905,AAVE,330.656348858302,348.578439764377,299.021678715853,308.492046245951,156044389.679122,475951.734193525,0.0871638154495499,-0.2691421564418057,-0.386534242818179,-0.4909785106926421,-0.7176311003382594,-0.0693835540902168,-0.0338279540377498,1.0128516572703077,0.0394323296290495,1.0554479393975988,-0.1523896369515159,1.0655731951488436,-0.0063936812654972,1.008739889223235,3.4967894949477767,1.4883639844784713,-0.1933870333561195,-0.1933870333561195,0.1733587909149108,0.2433052738810037,0.0624067639297098,0.8142983902181562,0.123170585570435,0.4661773226368133,5.0
2021-03-31,1912,AAVE,377.775002488477,393.159045823748,358.836148184602,382.742764398054,271217842.684697,714247.511137561,0.4980355491619193,0.5664753971021455,0.350125390685001,0.2394530311506528,-0.0498362411870196,0.0130643432214128,-0.2416752550275166,0.9522646732318494,-0.2206730997180018,1.0304109479362678,-0.1615804049723523,1.0419544938578793,-0.410287444633947,1.0472957774472405,2.8284172242815018,1.4785546093105464,0.2406892464673313,0.2406892464673313,0.1733587909149108,0.2416752550275166,0.0624067639297098,0.8142983902181562,0.123170585570435,0.4661773226368133,5.0
2021-04-07,1919,AAVE,383.089610512619,387.017893007324,342.284092196555,348.984806307305,256890133.50231,712235.774031809,0.1288662436391661,0.273969953824082,0.3674751679640984,0.2514192189623649,0.0887027956579018,-0.0932405455021051,0.0007560337761749,1.1651980226459484,-0.0591546435825586,1.0890652712863782,-0.0330974953374064,1.1067415751053058,-0.1517488148880154,1.0941540674562948,3.329367043711616,1.4632245256641894,-0.08820012089279,-0.08820012089279,0.1776089964866201,0.2416752550275166,0.0624067639297098,0.8142983902181562,0.123170585570435,0.4661773226368133,5.0
2021-04-14,1926,AAVE,399.03157812986,430.143568634972,387.698272588392,428.243824016095,374964226.468034,922361.262208997,0.4226921425723873,0.4639810240148954,0.5696752703418184,0.6546250673070269,0.529125359647221,0.0706521587142301,0.1312603049385283,1.150397771823548,-0.0875107693870729,1.0399872109663928,-0.1421373177599969,1.039144546849442,-0.0515291932625859,1.0684774908463113,2.03342944469417,1.4089347102689744,0.227113089957839,0.227113089957839,0.1776089964866201,0.2416752550275166,0.0624067639297098,0.8142983902181562,0.123170585570435,0.4661773226368133,5.0
2021-04-21,1933,AAVE,360.898523003296,384.081346427752,342.221659629616,351.079132585128,263105483.495914,723606.317246708,-0.2877705224431715,-0.1254525112967037,-0.0410291394105648,0.0639763530519985,0.1231810303555249,-0.027585172086543,0.1188815670744325,1.20485980372602,0.3881843283397641,1.2414060006422467,0.1197274793306801,1.1658944869190615,0.0818493896250762,1.126859518081619,1.9082965352343064,1.3541598119695666,-0.180188684818177,-0.180188684818177,0.166390400229369,0.180188684818177,0.0624067639297098,0.8142983902181562,0.123170585570435,0.4661773226368133,5.0
2021-04-28,1940,AAVE,441.064416150916,486.960847086235,424.94098535793,461.335008633834,563841553.16308,1225355.78600604,0.5458340220141551,0.5095040086957532,0.6055273694803525,0.6743844173592564,0.842476462813373,0.0449335457853081,0.0060011961551662,1.552748908662456,-0.082728230964011,1.3339562229985562,0.1380492199310174,1.3411782708938764,-0.1369891155296777,1.21478813782345,1.1920922080954175,1.2697985720117604,0.3140485030735105,0.3140485030735105,0.166390400229369,0.180188684818177,0.0624067639297098,0.8142983902181562,0.123170585570435,0.4661773226368133,5.0
2021-05-05,1947,AAVE,448.746181786545,485.206273440982,441.032714600162,481.363328656965,297655625.681045,641613.282747387,-0.3318806310752684,-0.2195573202653378,-0.2015037426912336,-0.1167147877872132,0.0325858418613052,0.0701649147847575,0.0772718315174001,1.6218458969678249,0.3219343658978568,1.580701525442958,0.2053395950133325,1.4183538872661667,0.2062508724589233,1.325095199189033,0.5477049638509934,1.1787074420506407,0.0434138308350833,0.0434138308350833,0.146648307470188,0.180188684818177,0.0624067639297098,0.8142983902181562,0.123170585570435,0.4661773226368133,5.0
2021-05-12,1954,AAVE,457.915706720659,596.507130770647,456.926698049215,513.574697373707,1414894322.98005,2598115.1240992,1.8561775790332435,1.4928959868417522,1.48380622108537,1.4607167705426072,1.5594216595055066,0.1147103652099568,0.3710963824950386,1.4636633631367546,0.1240403285742968,1.4782584301343369,0.3793246008340301,1.4808340105438018,0.5603751685487184,1.3652471088616978,0.0287758936110682,1.195598490954394,0.0669169560685352,0.0669169560685352,0.146648307470188,0.180188684818177,0.0624067639297098,0.8142983902181562,0.123170585570435,0.4661773226368133,5.0
2021-05-19,1961,AAVE,629.471719631062,649.512225066081,360.892790591225,414.807035536528,1149017622.28393,2168411.11476047,0.239236303821329,0.7136994983725771,0.8054434056816433,0.9008051743673028,1.0290171814950142,-0.4170674898601617,0.1132359083143768,2.693236745488617,0.462845978888186,2.381164345817305,0.1992576858607648,2.205233028248788,0.34182731888195,1.914505149160623,-0.0054581701247161,1.527411813174466,-0.1923141119339643,-0.1923141119339643,0.1569549205186071,0.1923141119339643,0.0624067639297098,0.8142983902181562,0.123170585570435,0.4661773226368133,5.0
2021-05-26,1968,AAVE,371.073716238109,415.074661108347,359.389323552606,415.037950184286,498385958.408315,1307964.80077019,-0.2061928835128519,-0.4200018077869742,-0.1505924826063314,-0.0769316202657464,0.054936678241237,0.1119692233473615,-0.1382662308450736,3.415087037155652,-0.100855066766103,2.8446935690063,0.1815200535621339,2.587749065178849,0.1886105871648229,2.276224428517432,-0.0606213813431401,1.7235830953193243,0.0005566796798885,0.0005566796798885,0.1633834931918863,0.1923141119339643,0.0624067639297098,0.8142983902181562,0.123170585570435,0.4661773226368133,5.0
2021-06-02,1975,AAVE,373.03912634003,401.248210873256,362.1825960771,384.120382729203,293979063.742827,767419.950687958,-0.351805042948925,-0.5610867271230369,-0.7857320116810236,-0.606246437129002,-0.4963563219013664,0.0292726896519944,-0.1918644896123451,2.6995157444417943,-0.1377865211663114,2.9905610980220216,-0.1003545310524968,2.646446314369161,-0.0308372779505929,2.350323391397416,0.2240782699650498,1.7916740183325053,-0.0744933504065228,-0.0744933504065228,0.1746409977048481,0.2520652113636069,0.0624067639297098,0.8142983902181562,0.123170585570435,0.4661773226368133,5.0
2021-06-09,1982,AAVE,329.932279400898,341.446889229878,306.481192183053,338.951087499907,235906858.34229,720929.245052946,-0.042651633895737,-0.341872866489048,-0.5899278890809718,-0.8378841248032671,-0.6882597016028562,0.0269683928447837,-0.0739781396610922,1.585819321878156,-0.2520652113636069,2.240619599109353,-0.2020156919702962,2.612723790957896,0.0941133980273332,2.2840160362505366,0.0259853154519504,1.7891610045564568,-0.1175915084442146,-0.1175915084442146,0.1811057214105018,0.2520652113636069,0.0624067639297098,0.8142983902181562,0.123170585570435,0.4661773226368133,5.0
2021-06-16,1989,AAVE,312.337610610793,312.403962828783,287.749235961951,290.575586409811,219292016.864238,723512.753708399,-0.00915126424022,-0.0638358469893276,-0.2970503204904062,-0.5351446148884129,-0.6901311063055502,-0.0722209514390714,-0.1833250734073707,1.1666328770232932,-0.1828704470706623,1.5008437757185615,-0.340015991377265,2.045433708559348,-0.2652821026879064,2.2484312896429675,-0.1635719955958364,1.7983566413785086,-0.1427211856640207,-0.1427211856640207,0.1389517340810498,0.2998818872327481,0.0624067639297098,0.8142983902181562,0.123170585570435,0.4661773226368133,5.0
2021-06-23,1996,AAVE,204.105824178621,229.198604434439,197.984772400896,207.668929148939,115872879.453326,536814.562684353,-0.1956479170022333,-0.446613288076044,-0.5597384012301347,-0.794963407300731,-1.296999270983413,0.017306519522524,-0.2435298945990561,1.6785712539450537,-0.299881887232748,1.4583992703754107,-0.2994921457058483,1.6147264965335009,-0.3963487263964708,2.328629840317632,-0.1997391428906605,1.8684738064630992,-0.2853187299222904,-0.2853187299222904,0.26392909828355,0.4593649842962347,0.0624067639297098,0.8142983902181562,0.123170585570435,0.4661773226368133,5.0
2021-06-30,2003,AAVE,238.157550561222,252.101230426506,220.128146580727,250.854305782741,211036609.816542,903845.966974715,1.1189890075173068,0.6988359263040742,0.3841936288721719,0.2201617145188414,-0.2991556368841301,0.0519398837444505,-0.3873188881596493,1.8272516272604484,-0.4593649842962347,1.6716989373176696,-0.4996386979630912,1.5070934939706513,-0.5956402638001712,1.9530107487833537,-0.3620083360936833,1.89758698451098,0.2079529990874546,0.2079529990874546,0.26392909828355,0.4593649842962347,0.0624067639297098,0.8142983902181562,0.123170585570435,0.4661773226368133,5.0
2021-07-07,2010,AAVE,316.541504563918,331.222607707284,310.863677932277,314.951095515062,298666337.020648,930215.518751389,-0.0400294104836547,0.4528533240718531,0.5427580117449793,0.4762562424338838,0.2424913999719073,-0.0050369946099755,-0.1366986164179996,1.320262729572966,-0.2599100134682123,1.680149178702304,-0.3469383113689436,1.61013304506513,-0.3952506001778008,1.5862882915970902,-0.3447170722643902,1.896899680416878,0.2555140105421738,0.2555140105421738,0.26392909828355,0.4593649842962347,0.0624067639297098,0.8142983902181562,0.123170585570435,0.4661773226368133,5.0
2021-07-14,2017,AAVE,271.311844291414,285.351048661052,252.652721817378,279.354408395506,255967151.631544,947587.594156791,-0.0694817666215215,-0.133840951515495,0.160285675160285,0.2528901792003708,0.1958938814090842,0.0292123804296298,0.5166019144307372,1.2202456378647486,0.0838869824076447,1.2788733091451612,-0.0708066528473716,1.5348665711628786,-0.2411510914237679,1.4182605292476005,-0.1511851386903635,1.8948729522499352,-0.1130229030044875,-0.1130229030044875,0.25947435588462,0.4593649842962347,0.0624067639297098,0.8142983902181562,0.123170585570435,0.4661773226368133,5.0
2021-07-21,2024,AAVE,223.116450991329,262.61146347031,217.543596782421,259.292969872929,191970971.74674,782346.940697624,0.197091493039597,-0.1179688956250011,-0.2545770640027136,-0.0556227245640919,-0.0190911600224517,0.1502647433180453,0.1136121723078906,1.2249009781563225,0.3451911633596114,1.285968139055783,-0.0386170708728411,1.3198007224068122,-0.2727425542725101,1.481065104708983,-0.4014161787151865,1.9040833476246533,-0.0718135741540699,-0.0718135741540699,0.1068415036769249,0.2599100134682122,0.0624067639297098,0.8142983902181562,0.123170585570435,0.4661773226368133,5.0
2021-07-28,2031,AAVE,299.965284012957,307.397271133564,292.550864276198,297.896430553188,170406016.778158,568164.524505802,-0.2433548459866656,-0.0955597769546088,-0.2392086875000636,-0.342700529068459,-0.1348799248736867,-0.0069208703861205,-0.1767198985325365,1.134552753658972,0.0336397019929828,1.0918781790009713,0.2485881779982863,1.1565467816039543,-0.2350136068732923,1.400899154401714,-0.2798096086483914,1.8578585839170343,0.1488797042942478,0.1488797042942478,0.1068415036769249,0.1767198985325364,0.0624067639297098,0.8142983902181562,0.123170585570435,0.4661773226368133,5.0
2021-08-04,2038,AAVE,308.610481805737,342.321976822224,300.921952517655,338.938033573043,180232717.383004,558506.515517169,-0.0371024690825265,-0.1150130605175085,-0.0386979989532321,-0.1485838635091205,-0.1174845488208156,0.0937373938298982,0.0663745464558069,0.7559942220809275,-0.0541502004747223,1.050837096294615,0.1875276751724928,1.0491803938308564,0.0251942850183291,1.157036444541192,-0.3219647094954263,1.8182360068835808,0.1377713823010284,0.1377713823010284,0.1068415036769249,0.1767198985325364,0.0624067639297098,0.8142983902181562,0.123170585570435,0.4661773226368133,5.0
2021-08-11,2045,AAVE,384.026931141169,419.650523563425,383.50394604919,402.790465295437,268321745.796591,659446.354028024,0.1662570756126697,0.2588211146755377,0.2425042086568289,0.3073920544037172,0.1580983187167497,0.0477038061916454,0.3071624492524636,0.9021706241970796,0.2132904417716556,0.805869549124392,0.0761608338550259,1.019246217326858,0.6321075808599106,1.0764099615667406,-0.2530653259654751,1.8151431950997183,0.1883896919129126,0.1883896919129126,0.0403758306858052,0.1767198985325364,0.0624067639297098,0.8142983902181562,0.123170585570435,0.4661773226368133,5.0
2021-08-18,2052,AAVE,381.531012766077,397.15203904736,363.666854808755,380.328581010002,304409243.973814,797587.728866991,0.211980232075998,0.2514026790794332,0.3239440987802382,0.3271510864870528,0.3324259616462299,-0.0031565731121917,0.3521157824800482,0.9725804027354886,0.553418380347263,0.9353920803821107,0.4418618542978996,0.861317665288364,0.6056749117325673,1.0136274693927787,-0.2090241013311444,1.5292406324270091,-0.0557656802252252,-0.0557656802252252,0.0267351208462871,0.0557656802252252,0.0624067639297098,0.8142983902181562,0.123170585570435,0.4661773226368133,5.0
2021-08-25,2059,AAVE,378.251215727398,385.727804427081,364.184401313667,384.173438498421,144572315.483683,383630.002021994,-0.2899374779448358,-0.4186186305677744,-0.4299211069266739,-0.3895377877491306,-0.3481842794485246,0.0155355466274807,0.1221183323707431,0.8570832467199262,0.2767141261267851,0.9054097010224328,0.4667909476928302,0.8968720352462208,0.2075798002481099,0.9692939520777452,-0.1873129433985866,1.2806040667073255,0.0101093046391849,0.0101093046391849,0.0458844324955636,0.0557656802252252,0.0624067639297098,0.8142983902181562,0.123170585570435,0.4661773226368133,5.0
2021-09-01,2066,AAVE,391.848212133488,413.80345636653,382.782508600242,413.234420169205,327116950.868731,815176.424387312,0.6931155976718841,0.6063961041662829,0.4869744096382256,0.454890457174141,0.4635363926028653,0.0531404843918656,-0.0462201278358487,0.9821581654571404,0.1334621684338925,0.9563291232911292,0.2896208181649513,0.9593721608864214,0.3752188150706166,0.8940934290496405,0.0321550398103576,1.213021519292815,0.0756454735245926,0.0756454735245926,0.0458844324955636,0.0557656802252252,0.0624067639297098,0.8142983902181562,0.123170585570435,0.4661773226368133,5.0
2021-09-08,2073,AAVE,346.482526762848,352.948962291836,313.494841822706,330.473987618747,261102552.017962,779758.35121109,0.0614326862384757,0.2440794829467414,0.262758156734197,0.2076570815919467,0.2155573265098027,-0.0473044394973348,0.0865195013002131,1.2498068127542514,0.0259290022322338,1.1085862868863012,0.2192034508872864,1.0540023405781809,0.5936969689988807,1.0284398296109247,0.0372028327310729,1.2297522666631804,-0.2002747799095983,-0.2002747799095983,0.1785984149569423,0.2002747799095983,0.0624067639297098,0.8142983902181562,0.123170585570435,0.4661773226368133,5.0
2021-09-15,2080,AAVE,384.505714744166,415.819080938128,376.807382119698,414.651342109105,387850249.500366,987934.668475326,0.558738061800053,0.5066486562287587,0.612033425491088,0.6325849152444043,0.5840962359762969,0.07547937599067,-0.1397791869463007,1.378905659667767,-0.1310829526901739,1.2905730098522932,-0.1795387028927006,1.1760055951678785,0.1093586687328311,1.1013042947514795,0.0644946063700775,1.2358168346311915,0.2547170356641492,0.2547170356641492,0.1687171672272808,0.2002747799095983,0.0624067639297098,0.8142983902181562,0.123170585570435,0.4661773226368133,5.0
