date,strategy,total_assets,asset_1_symbol,asset_1_weight,asset_1_score,asset_2_symbol,asset_2_weight,asset_2_score,asset_3_symbol,asset_3_weight,asset_3_score,asset_4_symbol,asset_4_weight,asset_4_score,asset_5_symbol,asset_5_weight,asset_5_score,asset_6_symbol,asset_6_weight,asset_6_score,asset_7_symbol,asset_7_weight,asset_7_score,asset_8_symbol,asset_8_weight,asset_8_score
2021-01-06,Custom_Risk_0_negative,8,BNB,0.18552453279641187,1.0869042449887756,BTC,0.17606074376323302,0.8969152951604976,ETC,0.1401661738394049,0.15253229886576034,BCH,0.103618319786925,0.11829911141269187,DCR,0.11254184589586244,-0.11856950025837833,GNO,0.09575917584885972,-0.36495675421319484,ETH,0.09973352915102635,-0.470116765317197,AAVE,0.08659567891827682,-0.5124259374802227
2021-01-13,Custom_Risk_0_negative,8,BNB,0.2129246222915882,0.9753675892842644,BTC,0.16663832057763525,0.9046103733418188,ETH,0.10925816161012032,0.5057993491707259,GNO,0.09890686993056821,0.24226695111548857,DCR,0.11708353889424858,0.09187731684998071,ETC,0.10667157734059089,0.044509170860755634,BCH,0.07828618654694859,-0.7066072952587786,AAVE,0.11023072280829996,-0.8537261421568676
2021-01-20,Custom_Risk_0_negative,8,BTC,0.16936449988616764,1.1382756224341244,BNB,0.17137919640501256,0.8080353255774022,DCR,0.12852722059444513,0.3603191830052521,ETC,0.10618974672901421,0.2233393721893085,ETH,0.13711450778454237,0.18390059161711583,BCH,0.0767789682009955,-0.27363371559999344,GNO,0.09689888667992813,-0.397499657656215,AAVE,0.1137469737198944,-0.4589322482389696
2021-01-27,Custom_Risk_0_negative,8,BTC,0.1514389804485489,0.8644083549474509,BNB,0.17058995717224773,0.6888511467350186,ETC,0.1990106066901527,0.43844174781766987,ETH,0.08878262581543858,0.12915132653439393,BCH,0.11874530928581091,0.04876176330454418,GNO,0.10112257949127523,-0.02139489414810203,DCR,0.10976005537478813,-0.10613210571135365,INJ,0.060549885721737834,-0.711651265725644
2021-02-03,Custom_Risk_0_negative,8,ETC,0.18142338757143564,0.9187657940838478,BTC,0.14812992762125038,0.8588704229911228,BNB,0.16595154819185629,0.6910023811176494,BCH,0.13336758450011796,0.32777798828085825,ETH,0.09815582873311152,-0.0726219357836765,DCR,0.09723387831489175,-0.1625773998081272,GNO,0.10171800368419584,-0.29521616609684237,AAVE,0.07401984138314073,-0.7149944757810265
2021-02-10,Custom_Risk_0_negative,8,BTC,0.14019069783146798,0.8066716243816485,ETC,0.15005699664380623,0.5283377140741544,ETH,0.1502245169705381,0.49117427908225186,BCH,0.18064664759353177,0.41780986181564317,GNO,0.11507071278126783,0.3058440134811871,DCR,0.0944941413576286,-0.11160540491160828,AAVE,0.08999481228135212,-0.45743873928508316,INJ,0.07932147454040739,-0.8844447708443004
2021-02-17,Custom_Risk_0_negative,8,BTC,0.14474260407431444,0.8843361318602336,ETH,0.20464187493153305,0.7763034257425059,GNO,0.14593546900105722,0.33880102557267056,AAVE,0.10849851083086623,0.24422635767650752,BCH,0.13456578143962278,-0.23416520833817775,DCR,0.11329855604822733,-0.2779703671301447,INJ,0.08125470005384644,-0.4205483341822918,BNB,0.06706250362053254,-0.5356881180684006
2021-02-24,Custom_Risk_0_negative,8,BTC,0.1621856453697722,0.6601475975582871,ETH,0.16792440276661275,0.5703266641642583,BCH,0.09065333144892011,0.4062356808399737,GNO,0.11622181798768039,0.2720298055584186,AAVE,0.17307957845567312,0.2571847189630492,DCR,0.1361075104170709,0.1077836308196589,ETC,0.06436052269006587,0.06314710015710967,INJ,0.08946719086420465,-0.46236087815426985
2021-03-03,Custom_Risk_0_negative,8,ETH,0.1320240323448278,0.5905937567076794,BTC,0.15566308063644577,0.48497474358886516,ETC,0.11116670471849396,0.25799463785109433,BCH,0.1142460369839152,0.13512541978218354,GNO,0.12251428358641878,0.031121668392142365,DCR,0.1293089293914399,-0.08758595574921316,INJ,0.09106413402402085,-0.11587668698827566,AAVE,0.14401279831443786,-0.5886846478743698
2021-03-10,Custom_Risk_0_negative,8,BTC,0.15536413534845145,0.49725345157292955,INJ,0.09838113509359915,0.3574624836641494,BCH,0.16332064993535858,0.3088004795035396,AAVE,0.10843834419867321,0.25707162406634476,GNO,0.10482338655026284,0.22443071000221113,ETC,0.14084445796778294,0.02916988330354375,ETH,0.11238121640639083,-0.05495170670792393,DCR,0.11644667449948105,-0.10605929426967756
2021-03-17,Custom_Risk_0_negative,8,DCR,0.15934711418464512,0.4659081026999044,BTC,0.15821777225788297,0.38757874079549587,AAVE,0.09448996083479692,0.34095462117184006,BCH,0.13814060402769174,0.31653168568014306,ETH,0.13740957533691361,0.29669943473618954,INJ,0.11659659290817014,0.11626451589631448,ETC,0.10643675878353953,-0.41160621017496324,GNO,0.08936162166635993,-0.7262244847260926
2021-03-24,Custom_Risk_0_negative,8,BTC,0.1578637004368947,0.7019819201621693,ETH,0.15727161483344348,0.6306236049105688,AAVE,0.10765687033347829,0.5971853305100397,DCR,0.1563242918822317,0.4171769151229331,BCH,0.1304853443450086,0.2790296051887705,ETC,0.10040502798620814,-0.4682946270266101,INJ,0.10450219658401376,-0.4780047826146488,GNO,0.0854909535987214,-0.6205755385096071
2021-03-31,Custom_Risk_0_negative,8,BTC,0.16801227021528684,1.3325912487717875,BCH,0.1530523470240207,0.7148781210756724,ETH,0.13196831757228566,0.280239598157829,DCR,0.1299702678166072,0.18108736510997706,GNO,0.09486144029466459,0.17852506055390455,ETC,0.1179440879863326,-0.3321166813856272,AAVE,0.10271835487771082,-0.5747166665299436,BNB,0.10147291421309165,-0.7740254633083485
2021-04-07,Custom_Risk_0_negative,8,BTC,0.2073985108889665,1.2953313084438909,DCR,0.16418959409159137,0.7077126808332664,ETH,0.1274097301464019,0.5972168361257799,AAVE,0.09352402646156739,0.09884999430324304,GNO,0.13543351924789473,-0.13076586108077454,BCH,0.10025288271514678,-0.16197384447396623,INJ,0.07119564575919629,-0.7342552163344709,ETC,0.10059609068923506,-0.8205294658757705
2021-04-14,Custom_Risk_0_negative,8,BTC,0.21875231294322922,1.0625852884809044,DCR,0.17303284405473054,0.638389246001761,GNO,0.13253744082205346,0.40649238901231083,ETH,0.1274269973469591,0.2760483907335886,ETC,0.08982315461594308,0.010015101986117492,INJ,0.07609582799416134,-0.33719034817822496,AAVE,0.09462947984479897,-0.3526671855300659,BCH,0.08770194237812413,-0.4181046287419503
2021-04-21,Custom_Risk_0_negative,8,BTC,0.2182322167857758,1.2029478258542223,ETH,0.16883766150244273,0.6982295209294489,GNO,0.1185301866783963,0.3941648229705271,DCR,0.1254493525064575,0.3619882748520171,AAVE,0.11340342036429853,0.3001164235396629,BNB,0.08897759299426157,-0.23529868287827,BCH,0.08009399924549905,-0.44341352390565175,INJ,0.08647556992286846,-0.768276627824692
2021-04-28,Custom_Risk_0_negative,8,BTC,0.21741945005567162,1.2087971596838296,DCR,0.12686233277307155,0.6481265823667461,ETH,0.1723436980481339,0.6086788188348706,BCH,0.08847308920854975,0.10238720175542806,BNB,0.12416952181776324,0.07892359791833015,ETC,0.07019080581891773,-0.570052067705667,AAVE,0.10174418840276876,-0.5889977005641455,GNO,0.09879691387512349,-0.6223689628197433
2021-05-05,Custom_Risk_0_negative,8,BTC,0.17439193601525166,0.8786856358217571,DCR,0.17448403504926568,0.6450344628408152,ETH,0.14267287750218183,0.5707433852767938,GNO,0.11168606988576169,0.2008768942215932,AAVE,0.09756658021373439,0.1050967806196797,BNB,0.14391727619069514,0.09196299319035753,INJ,0.09099412497620196,-0.06948247117074233,BCH,0.06428710016690775,-0.8373742747184736
2021-05-12,Custom_Risk_0_negative,8,BTC,0.145837921341291,0.8904258047342555,DCR,0.17047596659607525,0.2255419361989133,INJ,0.11814552101149918,0.2204091393636909,BNB,0.13009241692856383,0.18486617729428179,ETH,0.12379729480047796,0.02000384722499776,GNO,0.1520347142120036,-0.17996275486728922,BCH,0.053090766814307785,-0.25458075338885167,AAVE,0.10652539829578135,-0.389471752786659
2021-05-19,Custom_Risk_0_negative,8,BTC,0.23008721557686745,0.6195210740692768,ETH,0.12064631666325354,0.4636332656053535,DCR,0.12014220502264097,0.43714720392382667,BNB,0.11106482435215119,0.39840655558608956,GNO,0.13997231204825336,0.3932811783395754,BCH,0.08716640290716479,-0.15534485649932395,INJ,0.09727920553208945,-0.41900203197790264,AAVE,0.0936415178975792,-0.7870712580046771
2021-05-26,Custom_Risk_0_negative,8,BTC,0.23986421764828103,1.2772555341711034,INJ,0.09523878906553511,0.25819021123512276,ETH,0.12712867206066658,0.25512196554210875,DCR,0.12140382471720035,0.10640961513055376,AAVE,0.09579191732541459,0.09716473347157203,GNO,0.11739623539903613,-0.07539870798543383,BNB,0.1044429979390479,-0.12116783678095334,BCH,0.09873334584481831,-0.4607559457742508
2021-06-02,Custom_Risk_0_negative,8,BTC,0.22564894435223865,1.2233858069074681,ETH,0.12995376613327045,0.48730450184395363,GNO,0.1082120591028835,0.20410025132400444,ETC,0.10115746797463594,-0.03847092801301444,BCH,0.11187961507357021,-0.1623921424615305,AAVE,0.09656463005235559,-0.23455120114414568,DCR,0.13095609742177872,-0.39006578431195493,INJ,0.09562741988926697,-0.45674969715762803
2021-06-09,Custom_Risk_0_negative,8,DCR,0.11003741004982608,0.5629264604941382,BTC,0.14990045981897093,0.5354127847364923,ETH,0.12001356714775538,0.04872259385017996,BCH,0.1549277020620539,-0.016893304211063248,AAVE,0.0926482975598835,-0.052745674893184824,ETC,0.13564806194151524,-0.2173782885993002,GNO,0.13066392956599412,-0.23641272258062668,BNB,0.1061605718540008,-0.24146435777948588
2021-06-16,Custom_Risk_0_negative,8,ETH,0.1391657135643411,0.46753914325405393,GNO,0.17284753470965833,0.17913954881847294,BTC,0.11313454460486126,0.16153237281535204,DCR,0.10976718883747989,-0.023865294027009487,ETC,0.11730500423019237,-0.08882783344716505,BNB,0.11843518438456896,-0.1169518571995338,AAVE,0.10166083817407832,-0.1245700699929651,BCH,0.12768399149481968,-0.17610431587110142
2021-06-23,Custom_Risk_0_negative,8,BTC,0.16269180043179468,0.6603029297834644,ETH,0.14058220389140824,0.35168330116875335,BCH,0.1288718387683302,0.08846789970618917,GNO,0.15046368987655037,0.0734489907969112,ETC,0.10264601464776707,-0.04977569458000064,AAVE,0.09546600690619339,-0.10599538322330593,DCR,0.11540095431113043,-0.23035075938324034,INJ,0.10387749116682568,-0.3270878255042672
2021-06-30,Custom_Risk_0_negative,8,BTC,0.17126533642106134,1.3632794606205285,ETH,0.13463436657063652,0.5150682113501563,GNO,0.1413840411849814,0.47960908692579896,BNB,0.11424864900197285,0.4307994444390375,BCH,0.13285161161594689,0.2793995605621043,DCR,0.11185314568674194,-0.26891982679621507,INJ,0.09918612936061502,-0.5567108877693632,AAVE,0.09457672015804403,-0.6558295258256599
2021-07-07,Custom_Risk_0_negative,8,BTC,0.1490994444072434,1.080444599580331,BCH,0.1583993744595594,0.4639569986332272,ETH,0.12014203898630141,0.38952367048646974,GNO,0.12929215631491314,0.35557952146811556,DCR,0.11762497615654442,0.34838171805074825,BNB,0.15048615773171864,-0.0735622665309324,ETC,0.0729748465764665,-0.44795254899710923,INJ,0.10198100536725302,-0.6595195554405424
2021-07-14,Custom_Risk_0_negative,8,ETH,0.10036583688326572,0.541996313394678,DCR,0.08523018624746637,0.3126301243597887,BTC,0.18454142761559014,0.285266840639549,GNO,0.10938894932176817,0.15869524200645613,BCH,0.16086273805294776,0.12277535702239634,BNB,0.14137985684968807,-0.138131269835422,ETC,0.12531102192229068,-0.3066586311909642,INJ,0.09291998310698316,-0.45964363340668557
2021-07-21,Custom_Risk_0_negative,8,BTC,0.18190744028101735,0.7713572803670818,BCH,0.16365021344603828,0.5421055080198001,BNB,0.1247080082258462,0.24883059449993217,INJ,0.08000989773817113,0.04446987930810253,ETH,0.1169353086461637,-0.06043454429950654,ETC,0.1368750220570096,-0.2246184609478788,DCR,0.08617940571934794,-0.4043202382008674,GNO,0.10973470388640578,-0.43727964278428366
2021-07-28,Custom_Risk_0_negative,8,BNB,0.12845805664790164,0.6475604331967696,GNO,0.12962825213556797,0.6366624574374052,BTC,0.15762419909848785,0.40115379861635314,ETH,0.13963254535915376,0.26844623512581617,BCH,0.1430686824989977,0.07229587528199694,ETC,0.12328540792288567,-0.22568370527758622,INJ,0.08709487085687388,-0.29945026421755505,AAVE,0.09120798548013151,-0.658486675661106
2021-08-04,Custom_Risk_0_negative,8,BTC,0.10939152486645061,1.1498554845436262,BNB,0.2278135143343703,0.46251373396741924,BCH,0.13353406989157676,0.3422069227893715,GNO,0.12910751976419163,0.14731391019049883,ETC,0.11469131835625357,0.023497192560345076,DCR,0.06762801771716022,-0.11393213021305343,ETH,0.12744748695433608,-0.2977405330021577,INJ,0.09038654811566077,-0.7796107877842419
2021-08-11,Custom_Risk_0_negative,8,BTC,0.14067975543736508,0.9508685011614102,BCH,0.140449361778167,0.5812231464682341,BNB,0.17755222963593956,0.5415685331825366,ETH,0.12115560609366822,0.4239799749967768,GNO,0.12102666893817247,0.3447639782401707,DCR,0.09409101312697495,-0.2022610832703987,ETC,0.1063860098953285,-0.2499045904210719,AAVE,0.09865935509438431,-0.6391942461519935
2021-08-18,Custom_Risk_0_negative,8,GNO,0.13220507374052426,0.9345994815878744,BTC,0.14955857044197815,0.8247032920958328,BNB,0.1574017694517762,0.43568591270760465,ETH,0.10907995370720729,0.4356641815179453,BCH,0.11679771372967272,-0.018322350934295933,AAVE,0.09864241034510694,-0.14926454341716716,DCR,0.13398721417103893,-0.516242927906843,INJ,0.1023272944126955,-0.7599194260590278
2021-08-25,Custom_Risk_0_negative,8,BTC,0.17296432993881203,1.0635434690981989,BCH,0.13303650370439912,0.6558562932897125,ETH,0.14199341371061994,0.6069623470625904,BNB,0.1187614534668941,0.06341210962319763,AAVE,0.1271079390027369,0.061355965191630724,DCR,0.12270522429677079,0.05837404950918966,ETC,0.09547273171618499,-0.1414693649021604,GNO,0.08795840416358211,-1.181684721669689
2021-09-01,Custom_Risk_0_negative,8,BTC,0.17865125582890848,0.937738339772371,BNB,0.1098122351064033,0.5064382182153405,BCH,0.14487173418286667,0.4440795728344323,GNO,0.07391988953760815,0.2825979228560386,DCR,0.1299620355023202,0.16876726981422807,ETH,0.13172120777024315,-0.27124660238142,AAVE,0.11011321973129362,-0.3810511599434027,ETC,0.1209484223403564,-0.4655798041057783
2021-09-08,Custom_Risk_0_negative,8,DCR,0.13424421950475712,0.5797009070954092,BTC,0.17073157299824906,0.5587595488440553,BNB,0.13356632080205613,0.4214632876729768,ETH,0.12513871328354806,0.273191980142133,AAVE,0.10773046069046457,0.2607318094101283,ETC,0.09925811022241447,-0.20555095588230568,GNO,0.10995033523309351,-0.37439759453005383,BCH,0.11938026726541708,-0.434050762616974
2021-09-15,Custom_Risk_0_negative,8,BTC,0.17495196330465415,0.9008093773221509,BCH,0.12170555147843527,0.4757076294356104,ETH,0.137957093052766,0.4395683073830925,DCR,0.1343774850742124,0.35421795140928486,BNB,0.13061966083826432,0.24517937657302888,ETC,0.10857128307299024,-0.10584238129321877,GNO,0.11170230787928224,-0.4339786067089613,INJ,0.08011465529939542,-0.631738695724156
2021-09-22,Custom_Risk_0_negative,8,BTC,0.1669521088332743,0.4516442522537168,BCH,0.13607324240431984,0.2806187610756969,AAVE,0.08407631929495298,0.2413889712493566,ETH,0.1176729249670661,0.21539940319128215,DCR,0.1066826233487874,0.10010810992596612,BNB,0.13231407573830128,0.019164932843884652,GNO,0.1281965899904607,-0.13570147539330413,ETC,0.12803211542283743,-0.3197574713811361
2021-09-29,Custom_Risk_0_negative,8,BTC,0.165332272132526,0.6673226274378576,BCH,0.13646798852077602,0.5408889963946497,ETC,0.12549220924178578,0.33378255899073045,DCR,0.10090250434484321,0.2726450403142788,ETH,0.11686007771144248,0.22918166044994873,GNO,0.14262199978528123,0.1834329119454011,BNB,0.11666415558205666,-0.08070782422367087,AAVE,0.0956587926812886,-0.17757214500815016
2021-10-06,Custom_Risk_0_negative,8,BNB,0.11901769344259103,0.4707922208867636,ETC,0.1381726474067173,0.31092070205661354,BTC,0.13821619499387297,0.1987637078820922,GNO,0.13757770708786857,0.1646617188772478,ETH,0.12349176709263945,0.09477603259256563,BCH,0.12545431053581454,-0.0019620681977803034,AAVE,0.10395685206161827,-0.15867018895954516,DCR,0.11411282737887787,-0.4259872439995147
2021-10-13,Custom_Risk_0_negative,8,BTC,0.11922489618799163,0.5230529238763446,BCH,0.11164831423466073,0.4930443138822507,ETC,0.12319937773554765,0.3826658472367542,ETH,0.12612458418974523,0.32276664631941615,GNO,0.17645057526003982,0.2704358845382655,DCR,0.12442945006452548,0.20077085817377333,AAVE,0.11103481739471885,0.038605868281575306,BNB,0.10788798493277062,-0.3962206381557968
2021-10-20,Custom_Risk_0_negative,8,ETC,0.1431229885884676,0.5793283508977375,DCR,0.11789792937814604,0.4687520276586262,BNB,0.11105854353152107,0.3224621905256957,BTC,0.12578292441455635,0.29694168065076965,BCH,0.13108035842014532,0.2800368587421152,AAVE,0.1179813131763834,-0.061106192647855134,GNO,0.13887959115757498,-0.11059175551673378,ETH,0.11419635133320528,-0.11942795764392256
2021-10-27,Custom_Risk_0_negative,8,BTC,0.12153603619181595,0.5693094893226801,BCH,0.11749502260594769,0.31312442947814334,BNB,0.14629080659681165,0.2898265954074799,ETC,0.12310349527714123,0.2145658403758554,ETH,0.11794692714309508,0.12530168786782747,DCR,0.09811833496989462,-0.14924267210604433,GNO,0.1333886360962231,-0.1888930276744084,AAVE,0.14212074111907064,-0.4047014933102731
2021-11-03,Custom_Risk_0_negative,8,BTC,0.15579508078120585,0.9147013471108311,AAVE,0.1488026963721228,0.7710751833215344,BCH,0.12471469873577261,0.21119949445397254,DCR,0.10829825732681195,0.14626240861817486,ETC,0.11837426980709079,0.019401246098232988,ETH,0.1200955662499998,-0.028581965893410888,GNO,0.11750252022094414,-0.32211983828187196,BNB,0.10641691050605208,-0.6753006242539564
2021-11-10,Custom_Risk_0_negative,8,DCR,0.16328283713327826,0.7955585427341073,BTC,0.16732331641670506,0.6569037801713709,AAVE,0.13866432861115718,0.6422556499997545,ETH,0.13696751098860574,0.5169871613447649,ETC,0.11608115157546821,-0.03847932795806662,BNB,0.10859618796888257,-0.35948612826080106,GNO,0.07112237920404452,-0.406820384911705,BCH,0.09796228810185857,-0.6818814442054393
2021-11-17,Custom_Risk_0_negative,8,BTC,0.1634727806883283,0.851138427784947,ETH,0.16837134156036612,0.5754897853748233,AAVE,0.13336665665634986,0.38295070099674355,ETC,0.12039645907856072,0.3122925890309083,BNB,0.12060965258907168,0.07424929954626086,BCH,0.08910742699347653,0.01627040437871785,GNO,0.08127366806624106,-0.11192864049111156,DCR,0.12340201436760571,-0.6872887665576903
2021-11-24,Custom_Risk_0_negative,8,BTC,0.17201388846456064,1.0396039554455148,AAVE,0.11998473849970795,0.6697505259376009,ETC,0.15495236870822393,0.5489674332238076,DCR,0.13160500179641868,0.3954959798718216,ETH,0.11269481817943422,0.22037006124277653,BNB,0.09933899765023081,-0.2283318656669383,BCH,0.10666703122328879,-0.45331363643812206,GNO,0.10274315547813496,-0.4572895538411191
2021-12-01,Custom_Risk_0_negative,8,BTC,0.15557245891614555,0.8471339843308159,BCH,0.1351499261001419,0.6935388540873595,ETC,0.17208634206855447,0.6226039806487125,AAVE,0.1172401842346231,0.13770637528037635,DCR,0.11206342517807652,0.0537068283804939,ETH,0.1108254581469153,-0.21270055678871946,BNB,0.11198720182930991,-0.31895080453747804,INJ,0.08507500352623312,-0.820818511292644
2021-12-08,Custom_Risk_0_negative,8,BTC,0.15327315469750447,0.8594323502101191,ETC,0.13279549495797138,0.477890918870422,BCH,0.1363628950303023,0.3122538396253821,AAVE,0.10494195324696122,0.0410094238490426,ETH,0.13330266153666565,-0.005811821586992005,BNB,0.1454111435515766,-0.09386911833453315,INJ,0.10675734735883179,-0.3143775122235286,DCR,0.08715534962018666,-0.44992783575894335
2021-12-15,Custom_Risk_0_negative,8,BTC,0.16610897673976588,0.514484074658026,BNB,0.15884849502842383,0.48451912173144923,ETH,0.14474050032489957,0.4306927822595388,ETC,0.12133718800044256,0.3421014928850948,DCR,0.08347483211228907,0.1528146609025235,BCH,0.13184349466678463,0.1019504332231645,AAVE,0.0956241313046872,-0.0812293762569744,INJ,0.09802238182270732,-0.6678320273218268
2021-12-22,Custom_Risk_0_negative,8,BTC,0.16386625510571334,0.7937672261208817,BNB,0.1671959461654419,0.590607210962477,ETH,0.13946469038535445,0.5682299772459752,BCH,0.1541354783301419,0.48044200639764223,ETC,0.13454629425310707,0.445809408226143,GNO,0.06965382030172587,-0.1937154340867744,INJ,0.08989385956409701,-0.19421957124349962,AAVE,0.08124365589441841,-1.2040211788853745
2021-12-29,Custom_Risk_0_negative,8,ETH,0.16232478908528217,0.9185037681486602,BTC,0.14609176156054968,0.8761049658799543,BNB,0.16927087679857075,0.641043795002701,ETC,0.1401687827969343,0.5061572222035062,BCH,0.15856192019599963,0.42503882411229765,INJ,0.08805427368629867,-0.43529447494331397,GNO,0.09090107224238227,-0.7566054310501554,DCR,0.04462652363398252,-0.9227286437214738
2022-01-05,Custom_Risk_0_negative,8,BTC,0.1619041324304094,0.7883397386079847,BNB,0.14977285336761145,0.7085549731309136,BCH,0.15087374684927873,0.5606029849386199,ETC,0.1425545657744767,0.4436678597050356,INJ,0.09686547887009132,0.29636709439497827,ETH,0.14895696487291535,0.17586619496940237,AAVE,0.05907766952823387,-0.9062642335154519,DCR,0.08999458830698308,-0.9619084293012369
2022-01-12,Custom_Risk_0_negative,8,ETH,0.12387419976662101,0.40836359219632884,BTC,0.1905460734570359,0.36713886374674193,BCH,0.15576204329334337,0.35770260775990587,ETC,0.13801233004986643,0.18110140011041304,GNO,0.06546945928047748,0.08263185626953617,INJ,0.13230346974645657,-0.08425924586442289,BNB,0.10811882507111095,-0.25891169636534206,AAVE,0.08591359933508819,-0.5099044207094049
2022-01-19,Custom_Risk_0_negative,8,BTC,0.2262403897267558,0.7568742963187276,ETH,0.12156784015405193,0.5163798924497903,BCH,0.17323600656481775,0.35245137287494627,INJ,0.10838245047143348,0.28156593033833444,BNB,0.10350809513515129,0.23081841923755583,GNO,0.08272557774592028,0.08883043445515992,ETC,0.1065324327937612,-0.0708614841046161,AAVE,0.07780720740810823,-0.5238817760635164
