date,strategy,total_assets,asset_1_symbol,asset_1_weight,asset_1_score,asset_2_symbol,asset_2_weight,asset_2_score,asset_3_symbol,asset_3_weight,asset_3_score,asset_4_symbol,asset_4_weight,asset_4_score
2023-09-27,Custom_Risk_8_positive,4,BTC,0.5914865083818661,1.0842404462740534,ETH,0.1614283618034358,0.2959106531810331,BCH,0.1255537155128594,0.23014965617971778,AAVE,0.1215314143018387,0.22277646744542767
2023-10-04,Custom_Risk_8_positive,4,BTC,0.5994557155892425,1.0646506512684786,ETH,0.20764009082429824,0.36877479382816025,BCH,0.12113635106589492,0.21514165550631456,AAVE,0.0717678425205644,0.1274617595472363
2023-10-11,Custom_Risk_8_positive,4,BTC,0.609494885618547,1.1498672407375405,ETH,0.19960254552381446,0.3765682595231832,AAVE,0.10021535561540021,0.18906533452543384,BCH,0.09068721324223836,0.17108963195844143
2023-10-18,Custom_Risk_8_positive,4,BTC,0.6627940471673914,1.195741596283908,ETH,0.20139009277250103,0.3633263033014794,AAVE,0.08449951230011414,0.15244491430598536,INJ,0.05131634775999347,0.09257942470702024
2023-10-25,Custom_Risk_8_positive,4,BTC,0.6633820697976549,1.2600386188843093,ETH,0.19187008283694956,0.36444113458904737,INJ,0.07837108641973262,0.1488593074619935,BCH,0.066376760945663,0.12607709191401306
2023-11-01,Custom_Risk_8_positive,4,BTC,0.5002582326676323,1.2051113199011907,INJ,0.24557524246927762,0.5915854757833241,ETH,0.15041428684283573,0.36234478097954215,AAVE,0.10375223802025434,0.24993690925694803
2023-11-08,Custom_Risk_8_positive,4,BTC,0.4811365444373583,1.162002409915146,INJ,0.3356511192747966,0.8106376744758151,ETH,0.11334418150785858,0.2737397804941398,AAVE,0.0698681547799865,0.16873996616825038
2023-11-15,Custom_Risk_8_positive,4,BTC,0.44805445455253334,0.9604259532919506,INJ,0.3559450525357967,0.7629850856915514,ETH,0.11586787099009539,0.24836827158142558,AAVE,0.08013262192157454,0.17176807197614444
2023-11-22,Custom_Risk_8_positive,4,BTC,0.42308195421374095,0.9256037309097536,INJ,0.22158828374374298,0.48478300744417857,ETH,0.1869439127862013,0.4089892783712485,GNO,0.16838584925631467,0.3683886035595659
2023-11-29,Custom_Risk_8_positive,4,BTC,0.45162783084352903,1.0197999381597467,GNO,0.2955898848221668,0.6674578617072209,ETH,0.1592787119123332,0.3596599001770505,INJ,0.0935035724219711,0.21113609671826933
2023-12-06,Custom_Risk_8_positive,4,BTC,0.4854221457822966,1.0641604130233986,GNO,0.21719534002503227,0.47614367155686776,ETH,0.1748929880692698,0.38340688828432534,INJ,0.12248952612340129,0.2685260774422478
2023-12-13,Custom_Risk_8_positive,4,BTC,0.6036901022150964,1.2828881212071845,ETH,0.25461794540150673,0.5410828112026714,GNO,0.10911189317324793,0.23187120531009203,INJ,0.03258005921014887,0.06923514365328204
2023-12-20,Custom_Risk_8_positive,4,BTC,0.41885269919229984,1.0235269567054674,INJ,0.2941371025659882,0.7187664160314058,ETH,0.1689775193856828,0.4129209302028693,GNO,0.11803267885602917,0.288429867622365
2023-12-27,Custom_Risk_8_positive,4,INJ,0.4374329183235201,1.2339900365006389,BTC,0.3157385717889473,0.8906925734344158,ETH,0.18890322536398915,0.5328924463558455,GNO,0.057925284523543494,-0.16340613833422604
2024-01-03,Custom_Risk_8_positive,4,INJ,0.4295748725282413,0.926682987075427,BTC,0.3451990494766381,0.7446666617670444,ETH,0.11302227314098776,0.24381271898872472,DCR,0.1122038048541328,0.24204711144183685
