date,strategy,total_assets,asset_1_symbol,asset_1_weight,asset_1_score,asset_2_symbol,asset_2_weight,asset_2_score,asset_3_symbol,asset_3_weight,asset_3_score,asset_4_symbol,asset_4_weight,asset_4_score,asset_5_symbol,asset_5_weight,asset_5_score,asset_6_symbol,asset_6_weight,asset_6_score,asset_7_symbol,asset_7_weight,asset_7_score
2020-02-12,Custom_Risk_2_negative,7,BTC,0.23261425587171566,1.0697869641329922,DCR,0.12265182529456947,0.08005929429549488,BCH,0.14898869956659086,0.06828896415677652,ETC,0.13575935572695483,0.038701056850995674,ETH,0.12820080706922266,-0.16321643639277014,BNB,0.12758098317832275,-0.41383907316051277,GNO,0.1042040732926237,-0.6797807698829774
2020-02-19,Custom_Risk_2_negative,7,BTC,0.23261425587171566,0.782891982244425,BNB,0.12758098317832275,0.08371172452063107,ETC,0.13575935572695483,0.061399474992391456,BCH,0.14898869956659086,0.06019281988493819,DCR,0.12265182529456947,0.026659650494439198,ETH,0.12820080706922266,-0.11594882024395786,GNO,0.1042040732926237,-0.8989068318928682
2020-02-26,Custom_Risk_2_negative,7,BTC,0.23287103440764662,0.5903796384384223,BNB,0.16751152077984602,0.24855747822587287,ETH,0.1376608588125473,0.10897644676665998,GNO,0.10600290567299067,0.10541185843511841,BCH,0.1303962448214841,-0.027227377341847714,ETC,0.1058761295357513,-0.4510592273266729,DCR,0.11968130596973403,-0.5750388171975548
2020-03-04,Custom_Risk_2_negative,7,BTC,0.23674953067757418,1.1874244425808447,ETH,0.14105634511845455,0.3562548978397406,GNO,0.11649522074769114,-0.04529089468919373,DCR,0.13460724591386575,-0.11269209210363554,BCH,0.1216277426610748,-0.15989743133860732,BNB,0.15537251179386166,-0.4963137965123252,ETC,0.09409140308747796,-0.7294851257768237
2020-03-11,Custom_Risk_2_negative,7,DCR,0.17373661913202715,0.5556601143904372,BTC,0.20142033010437374,0.41519220302695303,BNB,0.13861682687620702,0.3394340910008734,ETC,0.11443530634237671,-0.2204890137478343,ETH,0.12785624460200298,-0.22664663594720882,BCH,0.11455367776929273,-0.42654023467185503,GNO,0.12938099517371968,-0.4366105240513639
2020-03-18,Custom_Risk_2_negative,7,BTC,0.1503699229921756,0.5414639416936285,DCR,0.1517558126723007,0.34671801431308913,ETH,0.12373777039851681,0.2503199897187046,GNO,0.1854769346437153,0.2369010693925697,BNB,0.13705794497856244,0.10982297316520338,ETC,0.13193855209022334,-0.738243809289814,BCH,0.11966306222450572,-0.7469821789933782
2020-03-25,Custom_Risk_2_negative,7,GNO,0.17795880261767846,1.0228782203872222,BTC,0.1484424490734434,0.32063121327154026,ETC,0.13885959965789774,0.07460351440774207,DCR,0.14972894951807353,-0.02498551762153095,BNB,0.1380042144530904,-0.2724850436723256,ETH,0.12530191751695854,-0.3885883133220776,BCH,0.12170406716285806,-0.7320540734505728
2020-04-01,Custom_Risk_2_negative,7,BTC,0.13722662068630775,0.7442043024364713,DCR,0.15085719972271963,0.6962899512563939,ETC,0.20667195655588533,0.0023087727152170945,GNO,0.11677617292272721,-0.052562647129732444,ETH,0.1300585747639749,-0.20946891237424464,BCH,0.1224973377045521,-0.56371683179379,BNB,0.1359121376438329,-0.617054635110314
2020-04-08,Custom_Risk_2_negative,7,BTC,0.15922511624934357,1.007481968405389,DCR,0.15791883965739578,0.5999720766546247,ETC,0.19375858790841857,0.30485254829355996,BNB,0.14729256995503762,0.11682327930275306,BCH,0.1514755574014368,-0.23270035842645612,ETH,0.1278245637590946,-0.64551941168662,GNO,0.06250476506927305,-1.150910102543252
2020-04-15,Custom_Risk_2_negative,7,BTC,0.21473769799804518,0.3612262570759799,BCH,0.1393224812108197,0.1578425545547571,ETC,0.14057354298207653,0.06350418971482893,DCR,0.19762720128194292,-0.019891144430961044,ETH,0.12234288869487281,-0.035232593138935286,BNB,0.14366490303729665,-0.1730055975871165,GNO,0.041731284794946144,-0.35444366618855283
2020-04-22,Custom_Risk_2_negative,7,BTC,0.22292920987276407,0.6866353282256801,DCR,0.19637663212822504,0.32940679916024684,BNB,0.12956771452595803,0.3030127701615102,ETH,0.12809471729203958,0.2396738741600796,ETC,0.1473037250797398,0.22644536600892984,BCH,0.14021283853373775,0.1349048785396817,GNO,0.03551516256753562,-1.9200790162561288
2020-04-29,Custom_Risk_2_negative,7,BNB,0.16624605679533558,0.49954223339583204,BCH,0.1664754135195228,0.4147207389694196,ETH,0.1358577969580914,0.2792391591919848,DCR,0.19611899224231466,0.1947382993773049,BTC,0.17028453605088054,0.14745127047343082,ETC,0.14898608042575165,-0.3617294175714087,GNO,0.01603112400810339,-1.1739622838365629
2020-05-06,Custom_Risk_2_negative,7,ETH,0.1598804964561313,0.6188453666083124,BNB,0.21451302910795042,0.3909674732310437,BCH,0.19029623456102152,0.31263359003664776,BTC,0.15634846148576712,0.17672999493547234,ETC,0.10244105811383981,-0.05899280219857776,DCR,0.1626476641483247,-0.3123944981945148,GNO,0.013873056126965039,-1.1277891244183833
2020-05-13,Custom_Risk_2_negative,7,DCR,0.13263905512558477,0.5141993104208201,ETC,0.1068578630863665,0.2621076633776839,BTC,0.15061215309789253,0.12190053543222751,BNB,0.16695921130785926,0.0009477050500874551,ETH,0.14361324495188293,-0.10833951234760678,BCH,0.1368302145800852,-0.23820925670104723,GNO,0.16248825785032894,-0.5526064452321662
