date,strategy,total_assets,asset_1_symbol,asset_1_weight,asset_1_score,asset_2_symbol,asset_2_weight,asset_2_score,asset_3_symbol,asset_3_weight,asset_3_score,asset_4_symbol,asset_4_weight,asset_4_score,asset_5_symbol,asset_5_weight,asset_5_score,asset_6_symbol,asset_6_weight,asset_6_score,asset_7_symbol,asset_7_weight,asset_7_score
2021-03-03,Custom_Risk_2_positive,7,BTC,0.20071522207577966,0.6916749275403188,BNB,0.054244724947509905,0.5468043655231669,ETH,0.17023454028461324,0.13459608971890485,DCR,0.16673362992089877,-0.03938127704151766,INJ,0.11741999328959989,-0.07334580244224587,ETC,0.14334066712399995,-0.15967296950662968,BCH,0.14731122235759866,-0.24919965925860132
2021-03-10,Custom_Risk_2_positive,7,BTC,0.18855948822618815,0.7612827796048518,BNB,0.08449601401748229,0.2958858047298055,INJ,0.11940140781368197,0.04909979058623551,DCR,0.14132685963860392,0.002256049094498974,ETH,0.13639276918253554,-0.12577178223232371,AAVE,0.13160745651072076,-0.1753138507736246,BCH,0.19821600461078734,-0.23107934736546734
2021-03-17,Custom_Risk_2_positive,7,BTC,0.17885548033969081,0.7825608507933008,BNB,0.09089942993162012,0.38652499732378864,DCR,0.1801321320703799,0.3201186880850284,ETH,0.15533309090017308,0.2520042225600514,AAVE,0.10681510105476888,-0.09462405209218985,BCH,0.15615947396552243,-0.2209498828485774,INJ,0.13180529173784483,-0.34493258722190867
2021-03-24,Custom_Risk_2_positive,7,BTC,0.16862968585519866,0.9247570827308271,ETH,0.16799722120985558,0.6252107189910744,DCR,0.16698529274736448,0.22320824598474984,BNB,0.1506835037098482,0.10964690425885648,AAVE,0.11499885137777657,-0.11144525485368695,BCH,0.1393841811937134,-0.26236625804624686,GNO,0.09132126390624302,-0.3728841892360667
2021-03-31,Custom_Risk_2_positive,7,BTC,0.18724585655866022,1.2418354148988766,ETH,0.1470756905478657,0.4179813300011214,BNB,0.11308925660600364,0.10748816304630784,DCR,0.14484890950699628,0.09078327430624843,GNO,0.10572091919002317,0.042466043877526574,BCH,0.1705733621723215,-0.0327347559764537,ETC,0.13144600541812954,-0.1555832008290679
2021-04-07,Custom_Risk_2_positive,7,BTC,0.22622576170151196,0.8684316584063434,ETH,0.13897574831665413,0.6295154687351677,BNB,0.09623416797264939,0.2607058390512531,DCR,0.1790944198568417,0.2568097335927428,ETC,0.10972801657457446,-0.152293651809087,GNO,0.1477279220590649,-0.28656661468541594,AAVE,0.10201396351870341,-0.4624909197368692
2021-04-14,Custom_Risk_2_positive,7,BTC,0.24028973075978344,0.6274944519287545,ETC,0.09866675852822068,0.4454131447168592,ETH,0.1399729149011321,0.27614303767894177,BNB,0.08907846584921732,0.07986775622311901,DCR,0.19006891836293938,-0.016498170444438,GNO,0.1455865107994859,-0.018396063715520758,BCH,0.09633670079922127,-0.3108582741390394
2021-04-21,Custom_Risk_2_positive,7,BNB,0.09740034318157088,0.787755983198303,BTC,0.23889040030089814,0.6175596313915424,ETH,0.18482008356162657,0.5700897624941075,BCH,0.08767581534599625,-0.13943483753362687,DCR,0.13732457324197167,-0.1838540214200459,GNO,0.12975042897143804,-0.19621558571774045,AAVE,0.12413835539649831,-0.3085003943809342
2021-04-28,Custom_Risk_2_positive,7,ETH,0.1944197171526535,0.6058551437141688,BTC,0.24526935688419182,0.496265569139406,BNB,0.14007476678403072,0.4589388683345538,ETC,0.07918175580878788,0.2942307264404234,BCH,0.09980587149025708,0.11704576547395137,DCR,0.1431125079385137,-0.05513862508355297,INJ,0.09813602394156515,-0.5846555543647489
2021-05-05,Custom_Risk_2_positive,7,ETH,0.15722586876160857,0.5883717517228689,BTC,0.19218035077898735,0.25479689159778685,BNB,0.15859719923669707,0.2341952349592505,ETC,0.07636065411603402,0.13264998721627513,INJ,0.10027575389279546,-0.11900970962573358,DCR,0.1922818441454104,-0.22536926746737293,GNO,0.12307832906846695,-0.24396640485219595
2021-05-12,Custom_Risk_2_positive,7,ETC,0.056908170168396256,0.5784510151495943,ETH,0.15746686852318978,0.5179720303983205,BTC,0.18550195965554894,0.36161836573090406,BNB,0.16547409654928144,0.013571831165706406,BCH,0.06753004426484167,-0.10010486143764613,INJ,0.15027796248460246,-0.23675037716528083,DCR,0.2168408983541394,-0.33143481414110026
2021-05-19,Custom_Risk_2_positive,7,ETH,0.13683755568570521,0.5712994000957459,ETC,0.08233890910352501,0.48807790133216655,BTC,0.26096587981171276,0.44354724684005964,BNB,0.1259701871332763,0.05634601657161312,GNO,0.15875718027779243,-0.0676324646080029,BCH,0.09886449782817695,-0.1551062528741008,DCR,0.13626579015981125,-0.24882123458254818
2021-05-26,Custom_Risk_2_positive,7,BTC,0.27418358695170947,0.7046785865664142,ETH,0.1453180288904627,0.6220322916466299,ETC,0.10855570704942417,0.18114830578339192,AAVE,0.1094976639315839,0.07146632891070405,GNO,0.13419309154120365,-0.19376634741542015,INJ,0.10886539500950361,-0.2503179511201993,BNB,0.11938652662611252,-0.32441857755329745
2021-06-02,Custom_Risk_2_positive,7,BTC,0.24950883000522836,0.7592759657518411,ETH,0.1436949427606028,0.7263653831109217,ETC,0.11185375386132343,0.6904905478947966,GNO,0.11965429014846274,-0.03138705330861467,AAVE,0.10677527401431393,-0.15706639490005447,DCR,0.14480325952136255,-0.4148537416923504,BCH,0.12370964968870624,-0.4376035660346958
