date,symbol,weight,factor_value,return,weighting_scheme
2020-02-12,GNO,0.12560585313615544,-0.2593929441405243,0.1243441071595921,factor_weighted
2020-02-12,ETH,0.19872849965314476,-0.4104010229028105,-0.02576031848181,factor_weighted
2020-02-12,BTC,0.2084672866347392,-0.4305129250509918,-0.0711716254297287,factor_weighted
2020-02-12,BNB,0.22230462481015828,-0.459088885476174,-0.1541345529534095,factor_weighted
2020-02-12,DCR,0.24489373576580215,-0.5057384312576898,-0.1433873814731721,factor_weighted
2020-02-19,GNO,0.12560585313615544,-0.2593929441405243,-0.2059035402859588,factor_weighted
2020-02-19,ETH,0.19872849965314476,-0.4104010229028105,-0.1330735434488056,factor_weighted
2020-02-19,BTC,0.2084672866347392,-0.4305129250509918,-0.0831444943244927,factor_weighted
2020-02-19,BNB,0.22230462481015828,-0.459088885476174,-0.1617146197488044,factor_weighted
2020-02-19,DCR,0.24489373576580215,-0.5057384312576898,-0.0401724498936295,factor_weighted
2020-02-26,GNO,0.12560585313615544,-0.2593929441405243,0.0122848119493719,factor_weighted
2020-02-26,ETH,0.19872849965314476,-0.4104010229028105,0.0085154567763257,factor_weighted
2020-02-26,BTC,0.2084672866347392,-0.4305129250509918,0.0023434463233926,factor_weighted
2020-02-26,BNB,0.22230462481015828,-0.459088885476174,0.0662654433900549,factor_weighted
2020-02-26,DCR,0.24489373576580215,-0.5057384312576898,0.0312509714037909,factor_weighted
2020-03-04,GNO,0.12560585313615544,-0.2593929441405243,-0.0995477362253512,factor_weighted
2020-03-04,ETH,0.19872849965314476,-0.4104010229028105,-0.1039306031592461,factor_weighted
2020-03-04,BTC,0.2084672866347392,-0.4305129250509918,-0.0696966980428008,factor_weighted
2020-03-04,BNB,0.22230462481015828,-0.459088885476174,-0.1703165374859445,factor_weighted
2020-03-04,DCR,0.24489373576580215,-0.5057384312576898,-0.1688743149702481,factor_weighted
2020-03-11,GNO,0.12560585313615544,-0.2593929441405243,-0.322431928511582,factor_weighted
2020-03-11,ETH,0.19872849965314476,-0.4104010229028105,-0.4072824638802159,factor_weighted
2020-03-11,BTC,0.2084672866347392,-0.4305129250509918,-0.3332623692567303,factor_weighted
2020-03-11,BNB,0.22230462481015828,-0.459088885476174,-0.3717774061308345,factor_weighted
2020-03-11,DCR,0.24489373576580215,-0.5057384312576898,-0.3674294843600766,factor_weighted
2020-03-18,GNO,0.12560585313615544,-0.2593929441405243,-0.0178686311143611,factor_weighted
2020-03-18,ETH,0.19872849965314476,-0.4104010229028105,0.1432072503419883,factor_weighted
2020-03-18,BTC,0.2084672866347392,-0.4305129250509918,0.2297650852514887,factor_weighted
2020-03-18,BNB,0.22230462481015828,-0.459088885476174,0.1848430007830042,factor_weighted
2020-03-18,DCR,0.24489373576580215,-0.5057384312576898,0.1950333682436178,factor_weighted
2020-03-25,GNO,0.12560585313615544,-0.2593929441405243,0.0037572258366185,factor_weighted
2020-03-25,ETH,0.19872849965314476,-0.4104010229028105,-0.0136479844653899,factor_weighted
2020-03-25,BTC,0.2084672866347392,-0.4305129250509918,-0.0146272234046855,factor_weighted
2020-03-25,BNB,0.22230462481015828,-0.459088885476174,0.0330867597059871,factor_weighted
2020-03-25,DCR,0.24489373576580215,-0.5057384312576898,-0.0408448722334765,factor_weighted
2020-04-01,BTC,0.15254109571767785,-0.3488896258612003,0.1184630573112501,factor_weighted
2020-04-01,GNO,0.2004321108226276,-0.4584252120812137,0.2833795671281396,factor_weighted
2020-04-01,DCR,0.20430427196485754,-0.4672815589288017,0.1146361401578832,factor_weighted
2020-04-01,ETH,0.21109625183987693,-0.4828160698506195,0.2908926364285114,factor_weighted
2020-04-01,BCH,0.23162626965495994,-0.5297720078601693,0.2061509374009551,factor_weighted
2020-04-08,BTC,0.15614956177381184,-0.3092518975510437,-0.076114895804091,factor_weighted
2020-04-08,DCR,0.20374372979812938,-0.4035114433780362,-0.0887527730264654,factor_weighted
2020-04-08,BCH,0.20670414973941922,-0.409374511285444,-0.173304295921428,factor_weighted
2020-04-08,ETC,0.21642056962350292,-0.4286177371544232,-0.1248865794040319,factor_weighted
2020-04-08,BNB,0.21698198906513658,-0.4297296200548616,-0.0344800688697539,factor_weighted
