date,symbol,weight,factor_value,return,weighting_scheme
2020-02-12,ETC,0.01655611750629351,-0.0093034803998088,-0.2778376105115602,factor_weighted
2020-02-12,BCH,0.11565409163123315,0.0649902112762761,-0.2001222039970294,factor_weighted
2020-02-12,BTC,0.1345376063239795,0.0756015402159677,-0.0711716254297287,factor_weighted
2020-02-12,DCR,0.1935523759358726,0.1087640707533821,-0.1433873814731721,factor_weighted
2020-02-12,ETH,0.5396998086026212,0.303276815304456,-0.02576031848181,factor_weighted
2020-02-19,ETC,0.3281598100521061,-0.2778376105115602,-0.1296699853838891,factor_weighted
2020-02-19,BCH,0.23636851875438056,-0.2001222039970294,-0.1623367728079143,factor_weighted
2020-02-19,BNB,0.18205154272140056,-0.1541345529534095,-0.1617146197488044,factor_weighted
2020-02-19,DCR,0.16935783381331385,-0.1433873814731721,-0.0401724498936295,factor_weighted
2020-02-19,BTC,0.08406229465879904,-0.0711716254297287,-0.0831444943244927,factor_weighted
2020-02-26,GNO,0.25975014490476067,-0.2059035402859588,0.0122848119493719,factor_weighted
2020-02-26,BCH,0.20479006918319825,-0.1623367728079143,0.0147717807478584,factor_weighted
2020-02-26,BNB,0.20400521455159598,-0.1617146197488044,0.0662654433900549,factor_weighted
2020-02-26,ETH,0.1678741033097932,-0.1330735434488056,0.0085154567763257,factor_weighted
2020-02-26,ETC,0.16358046805065185,-0.1296699853838891,0.0361375053718242,factor_weighted
2020-03-04,BTC,0.03388124937176992,0.0023434463233926,-0.0696966980428008,factor_weighted
2020-03-04,ETH,0.12311539277568678,0.0085154567763257,-0.1039306031592461,factor_weighted
2020-03-04,GNO,0.17761225123321836,0.0122848119493719,-0.0995477362253512,factor_weighted
2020-03-04,BCH,0.21356853032534917,0.0147717807478584,-0.1375690620102461,factor_weighted
2020-03-04,DCR,0.4518225762939759,0.0312509714037909,-0.1688743149702481,factor_weighted
2020-03-11,BNB,0.2268781075596682,-0.1703165374859445,-0.3717774061308345,factor_weighted
2020-03-11,ETC,0.22646404358923775,-0.1700057012289784,-0.3002289760808521,factor_weighted
2020-03-11,DCR,0.22495692762100167,-0.1688743149702481,-0.3674294843600766,factor_weighted
2020-03-11,BCH,0.18325530161872286,-0.1375690620102461,-0.3257267010707132,factor_weighted
2020-03-11,ETH,0.1384456196113695,-0.1039306031592461,-0.4072824638802159,factor_weighted
2020-03-18,ETH,0.22558146267973975,-0.4072824638802159,0.1432072503419883,factor_weighted
2020-03-18,BNB,0.20591628293365163,-0.3717774061308345,0.1848430007830042,factor_weighted
2020-03-18,DCR,0.2035081003094346,-0.3674294843600766,0.1950333682436178,factor_weighted
2020-03-18,BTC,0.18458396660839044,-0.3332623692567303,0.2297650852514887,factor_weighted
2020-03-18,BCH,0.18041018746878362,-0.3257267010707132,0.1892871198041796,factor_weighted
2020-03-25,GNO,0.02863180129441193,-0.0178686311143611,0.0037572258366185,factor_weighted
2020-03-25,ETC,0.14241265578698026,0.0888773705191467,0.0018792052632099,factor_weighted
2020-03-25,ETH,0.2294681394153075,0.1432072503419883,-0.0136479844653899,factor_weighted
2020-03-25,BNB,0.29618318466646776,0.1848430007830042,0.0330867597059871,factor_weighted
2020-03-25,BCH,0.3033042188368326,0.1892871198041796,0.0046790537210115,factor_weighted
2020-04-01,DCR,0.5463721029243216,-0.0408448722334765,0.1146361401578832,factor_weighted
2020-04-01,BTC,0.19566487479453287,-0.0146272234046855,0.1184630573112501,factor_weighted
2020-04-01,ETH,0.1825658293263527,-0.0136479844653899,0.2908926364285114,factor_weighted
2020-04-01,ETC,0.025137680089128173,0.0018792052632099,0.1574699153301528,factor_weighted
2020-04-01,GNO,0.05025951286566471,0.0037572258366185,0.2833795671281396,factor_weighted
2020-04-08,DCR,0.14684028994827106,0.1146361401578832,-0.0887527730264654,factor_weighted
2020-04-08,BTC,0.1517422835397725,0.1184630573112501,-0.076114895804091,factor_weighted
2020-04-08,ETC,0.2017071404651549,0.1574699153301528,-0.1248865794040319,factor_weighted
2020-04-08,BNB,0.23564641073337178,0.183965824216564,-0.0344800688697539,factor_weighted
2020-04-08,BCH,0.26406387531342973,0.2061509374009551,-0.173304295921428,factor_weighted
2020-04-15,GNO,0.41314807595524977,-0.3368797507478444,0.8174804833605129,factor_weighted
2020-04-15,BCH,0.21253974528231678,-0.173304295921428,0.0588243571880313,factor_weighted
2020-04-15,ETC,0.15316043745243854,-0.1248865794040319,0.0565224755142423,factor_weighted
2020-04-15,ETH,0.11230566988487282,-0.0915737196425516,0.1663569031540017,factor_weighted
2020-04-15,DCR,0.10884607142512201,-0.0887527730264654,0.0442736804586334,factor_weighted
2020-04-22,DCR,0.1526708999627487,0.0442736804586334,0.1472784331896457,factor_weighted
2020-04-22,BTC,0.17765913857200563,0.0515201255354638,0.2203998288327675,factor_weighted
2020-04-22,ETC,0.19490896432124094,0.0565224755142423,0.2507845753299049,factor_weighted
2020-04-22,BCH,0.2028466451985622,0.0588243571880313,0.0931277163557797,factor_weighted
2020-04-22,BNB,0.2719143519454425,0.0788535937961085,0.1048810786640628,factor_weighted
2020-04-29,BCH,0.1275211235797883,0.0931277163557797,-0.0648290256668143,factor_weighted
2020-04-29,BNB,0.14361517190442086,0.1048810786640628,-0.0569875916026426,factor_weighted
2020-04-29,DCR,0.20167048022163606,0.1472784331896457,0.0677580569477911,factor_weighted
2020-04-29,ETH,0.22539656365045985,0.1646054132676606,-0.0767107400579976,factor_weighted
2020-04-29,BTC,0.301796660643695,0.2203998288327675,0.0414595933898147,factor_weighted
