date,symbol,weight,factor_value,return,weighting_scheme
2020-02-12,GNO,0.42476924024903995,0.2138757016990056,0.1243441071595921,factor_weighted
2020-02-12,ETH,0.21869121033467642,0.1101132841876948,-0.02576031848181,factor_weighted
2020-02-12,BNB,0.07500769972176939,0.0377671518809041,-0.1541345529534095,factor_weighted
2020-02-12,DCR,0.118934086484197,-0.0598845415167638,-0.1433873814731721,factor_weighted
2020-02-12,BTC,0.16259776321031727,-0.0818696539347024,-0.0711716254297287,factor_weighted
2020-02-19,GNO,0.42476924024903995,0.2138757016990056,-0.2059035402859588,factor_weighted
2020-02-19,ETH,0.21869121033467642,0.1101132841876948,-0.1330735434488056,factor_weighted
2020-02-19,BNB,0.07500769972176939,0.0377671518809041,-0.1617146197488044,factor_weighted
2020-02-19,DCR,0.118934086484197,-0.0598845415167638,-0.0401724498936295,factor_weighted
2020-02-19,BTC,0.16259776321031727,-0.0818696539347024,-0.0831444943244927,factor_weighted
2020-02-26,GNO,0.42476924024903995,0.2138757016990056,0.0122848119493719,factor_weighted
2020-02-26,ETH,0.21869121033467642,0.1101132841876948,0.0085154567763257,factor_weighted
2020-02-26,BNB,0.07500769972176939,0.0377671518809041,0.0662654433900549,factor_weighted
2020-02-26,DCR,0.118934086484197,-0.0598845415167638,0.0312509714037909,factor_weighted
2020-02-26,BTC,0.16259776321031727,-0.0818696539347024,0.0023434463233926,factor_weighted
2020-03-04,GNO,0.42476924024903995,0.2138757016990056,-0.0995477362253512,factor_weighted
2020-03-04,ETH,0.21869121033467642,0.1101132841876948,-0.1039306031592461,factor_weighted
2020-03-04,BNB,0.07500769972176939,0.0377671518809041,-0.1703165374859445,factor_weighted
2020-03-04,DCR,0.118934086484197,-0.0598845415167638,-0.1688743149702481,factor_weighted
2020-03-04,BTC,0.16259776321031727,-0.0818696539347024,-0.0696966980428008,factor_weighted
2020-03-11,GNO,0.42476924024903995,0.2138757016990056,-0.322431928511582,factor_weighted
2020-03-11,ETH,0.21869121033467642,0.1101132841876948,-0.4072824638802159,factor_weighted
2020-03-11,BNB,0.07500769972176939,0.0377671518809041,-0.3717774061308345,factor_weighted
2020-03-11,DCR,0.118934086484197,-0.0598845415167638,-0.3674294843600766,factor_weighted
2020-03-11,BTC,0.16259776321031727,-0.0818696539347024,-0.3332623692567303,factor_weighted
2020-03-18,GNO,0.14355773979103573,-0.1861658251378066,-0.0178686311143611,factor_weighted
2020-03-18,BTC,0.15877208790446595,-0.2058958074751813,0.2297650852514887,factor_weighted
2020-03-18,ETH,0.1825572265409292,-0.2367403998093858,0.1432072503419883,factor_weighted
2020-03-18,DCR,0.22770858436236333,-0.2952927272363499,0.1950333682436178,factor_weighted
2020-03-18,BNB,0.2874043614012059,-0.3727062725168435,0.1848430007830042,factor_weighted
2020-03-25,BTC,0.17907525416675496,-0.4299709587013286,-0.0146272234046855,factor_weighted
2020-03-25,ETC,0.19834544046976044,-0.4762398891440625,0.0018792052632099,factor_weighted
2020-03-25,DCR,0.19974689127057554,-0.4796048607433103,-0.0408448722334765,factor_weighted
2020-03-25,BCH,0.21061149181635366,-0.5056914506203524,0.0046790537210115,factor_weighted
2020-03-25,GNO,0.21222092227655534,-0.5095557944748731,0.0037572258366185,factor_weighted
2020-04-01,BTC,0.14977002587624974,-0.23542825643828,0.1184630573112501,factor_weighted
2020-04-01,BCH,0.1897008151256105,-0.2981967312127254,0.2061509374009551,factor_weighted
2020-04-01,BNB,0.21725214289177006,-0.3415055376350865,0.183965824216564,factor_weighted
2020-04-01,ETC,0.21929655781281424,-0.3447192183264121,0.1574699153301528,factor_weighted
2020-04-01,DCR,0.22398045829355545,-0.35208199012978,0.1146361401578832,factor_weighted
2020-04-08,BTC,0.14790200044953367,-0.2483732151657506,-0.076114895804091,factor_weighted
2020-04-08,BCH,0.18172752350774196,-0.305176732975485,-0.173304295921428,factor_weighted
2020-04-08,BNB,0.21556226161984537,-0.3619957257115686,-0.0344800688697539,factor_weighted
2020-04-08,ETC,0.21817604344655134,-0.3663850740237456,-0.1248865794040319,factor_weighted
2020-04-08,DCR,0.23663217097632755,-0.3973786219145584,-0.0887527730264654,factor_weighted
2020-04-15,BCH,0.06040377166610343,-0.0282564111126898,0.0588243571880313,factor_weighted
2020-04-15,BNB,0.1914570661396308,-0.0895621154449648,0.0788535937961085,factor_weighted
2020-04-15,BTC,0.2059716434281297,-0.0963519209766099,0.0515201255354638,factor_weighted
2020-04-15,ETC,0.24880977267681953,-0.1163912621959064,0.0565224755142423,factor_weighted
2020-04-15,ETH,0.2933577460893165,-0.1372304551181435,0.1663569031540017,factor_weighted
2020-04-22,BNB,0.3003333103623454,0.3992586897901604,0.1048810786640628,factor_weighted
2020-04-22,ETH,0.24245827322806063,0.3223204658218859,0.1646054132676606,factor_weighted
2020-04-22,BTC,0.18968707562532533,0.2521672111326007,0.2203998288327675,factor_weighted
2020-04-22,BCH,0.14398417299288105,0.1914104439174622,0.0931277163557797,factor_weighted
2020-04-22,DCR,0.12353716779138749,0.1642284956446194,0.1472784331896457,factor_weighted
2020-04-29,GNO,0.41904576177452435,0.5525509134468078,0.0385062229127748,factor_weighted
2020-04-29,ETH,0.2647496601766401,0.3490971151834423,-0.0767107400579976,factor_weighted
2020-04-29,BNB,0.2078645996676066,0.2740888582984677,-0.0569875916026426,factor_weighted
2020-04-29,ETC,0.05474101140131531,0.0721811282011581,0.015084405820718,factor_weighted
2020-04-29,BTC,0.05359896697991343,0.0706752361344535,0.0414595933898147,factor_weighted
2020-05-06,GNO,0.3558045839298824,0.8948410029394918,-0.0423480468837018,factor_weighted
2020-05-06,ETH,0.2357497983071787,0.592905756384386,0.000637285221708,factor_weighted
2020-05-06,BNB,0.14418873051684958,0.3626316075053621,-0.013153571498487,factor_weighted
2020-05-06,ETC,0.13461433399808204,0.3385522027692986,-0.0917100612335347,factor_weighted
2020-05-06,BTC,0.1296425532480073,0.3260482793412944,0.0148589973497719,factor_weighted
2020-05-13,GNO,0.4276802890750757,0.5332986618965463,0.0906781405091754,factor_weighted
2020-05-13,BTC,0.1882608585352394,0.2347530772612107,0.023296979672071,factor_weighted
2020-05-13,ETC,0.13945231887387702,0.1738909576932925,0.0371173164119966,factor_weighted
2020-05-13,DCR,0.13289527352696887,0.165714608212554,0.010515302563006,factor_weighted
2020-05-13,ETH,0.11171125998883887,0.1392990675339891,0.0527074049518272,factor_weighted
2020-05-20,GNO,0.5531610261061275,1.2143290902846169,0.1145508690654804,factor_weighted
2020-05-20,BTC,0.16232187210369117,0.3563377786618575,-0.0288724550798321,factor_weighted
2020-05-20,ETH,0.11613466600006632,0.2549451184352089,-0.0037731663499445,factor_weighted
2020-05-20,ETC,0.0994848152544981,0.2183944629207304,0.0485787888804598,factor_weighted
2020-05-20,DCR,0.068897620535617,0.1512477938959839,0.0570102750067231,factor_weighted
2020-05-27,GNO,0.3012706185193131,0.3288287587008656,0.082285803904883,factor_weighted
2020-05-27,BTC,0.29312059412633373,0.3199332267777837,0.0459355575201916,factor_weighted
2020-05-27,ETC,0.17958867666532838,0.1960161993719456,0.0239475627293292,factor_weighted
2020-05-27,ETH,0.12154547434584691,0.1326636087225698,0.168856435505778,factor_weighted
2020-05-27,DCR,0.10447463634317795,0.1140312492246875,0.1538306381994536,factor_weighted
2020-06-03,GNO,0.654167233986553,0.2089638247743459,0.2655989319006651,factor_weighted
2020-06-03,BTC,0.15756197251904838,0.0503307880706962,0.0227811950866996,factor_weighted
2020-06-03,DCR,0.0825801766195812,0.0263789879107938,0.0539106561147249,factor_weighted
2020-06-03,ETC,0.00834111076951625,0.0026644416270174,-0.0185595396824614,factor_weighted
2020-06-03,ETH,0.09734950610530117,-0.0310968267421285,0.0131521711462989,factor_weighted
